gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1037799396	a8ee9bc6-5914-427d-9fba-f8545250ac34	http://arctos.database.museum/guid/CUMV:Amph:13342?seid=2224945	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Chastine	cf9ceb80-9f3d-11da-b791-b8a03c50a862	31.75966	-93.08526					1915-02-27T00:00Z	27	2	1915	2432006	2432006	PRESERVED_SPECIMEN	CUMV	Amphibian specimens	13342		unknown	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): Karl P. Schmidt			2016-03-26T04:54Z		COORDINATE_ROUNDED
1037799397	a8ee9bc6-5914-427d-9fba-f8545250ac34	http://arctos.database.museum/guid/CUMV:Amph:13335?seid=2224489	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Chastine	cf9ceb80-9f3d-11da-b791-b8a03c50a862	31.75966	-93.08526					1915-02-27T00:00Z	27	2	1915	2432006	2432006	PRESERVED_SPECIMEN	CUMV	Amphibian specimens	13335		unknown	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): Karl P. Schmidt			2016-03-26T04:54Z		COORDINATE_ROUNDED
1037799403	a8ee9bc6-5914-427d-9fba-f8545250ac34	http://arctos.database.museum/guid/CUMV:Amph:13332?seid=2224594	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Chastine	cf9ceb80-9f3d-11da-b791-b8a03c50a862	31.75966	-93.08526					1915-02-27T00:00Z	27	2	1915	2432006	2432006	PRESERVED_SPECIMEN	CUMV	Amphibian specimens	13332		unknown	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): Karl P. Schmidt			2016-03-26T04:54Z		COORDINATE_ROUNDED
1037801199	a8ee9bc6-5914-427d-9fba-f8545250ac34	http://arctos.database.museum/guid/CUMV:Amph:1580?seid=2239064	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Branchville, Indian Creek and woods	cf9ceb80-9f3d-11da-b791-b8a03c50a862	38.98846	-76.92004					1926-08-29T00:00Z	29	8	1926	2432006	2432006	PRESERVED_SPECIMEN	CUMV	Amphibian specimens	1580		F. M. Uhler	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): F. M. Uhler			2016-03-26T04:54Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1037801858	a8ee9bc6-5914-427d-9fba-f8545250ac34	http://arctos.database.museum/guid/CUMV:Amph:1997?seid=2245869	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Raleigh	cf9ceb80-9f3d-11da-b791-b8a03c50a862	35.7801	-78.63882					1903-04-01T00:00Z	1	4	1903	2432006	2432006	PRESERVED_SPECIMEN	CUMV	Amphibian specimens	1997		unknown	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): Brimley Brothers			2016-03-26T04:54Z		GEODETIC_DATUM_ASSUMED_WGS84
1037807507	a8ee9bc6-5914-427d-9fba-f8545250ac34	http://arctos.database.museum/guid/CUMV:Amph:781?seid=2238764	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Pamunkey River	cf9ceb80-9f3d-11da-b791-b8a03c50a862	37.66099	-77.10858					1923-10-28T00:00Z	28	10	1923	2432006	2432006	PRESERVED_SPECIMEN	CUMV	Amphibian specimens	781		unknown	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): Sherman C. Bishop, C. R. Crosby			2016-03-26T04:54Z		GEODETIC_DATUM_ASSUMED_WGS84
1037798232	a8ee9bc6-5914-427d-9fba-f8545250ac34	http://arctos.database.museum/guid/CUMV:Amph:11966?seid=2241225	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Chastine	cf9ceb80-9f3d-11da-b791-b8a03c50a862	31.75966	-93.08526					1915-02-27T00:00Z	27	2	1915	2432006	2432006	PRESERVED_SPECIMEN	CUMV	Amphibian specimens	11966		unknown	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): Karl P. Schmidt			2016-03-26T04:54Z		COORDINATE_ROUNDED
1037799416	a8ee9bc6-5914-427d-9fba-f8545250ac34	http://arctos.database.museum/guid/CUMV:Amph:13330?seid=2227231	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Chastine	cf9ceb80-9f3d-11da-b791-b8a03c50a862	31.75966	-93.08526					1915-02-27T00:00Z	27	2	1915	2432006	2432006	PRESERVED_SPECIMEN	CUMV	Amphibian specimens	13330		unknown	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): Karl P. Schmidt			2016-03-26T04:54Z		COORDINATE_ROUNDED
1145631741	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69713?seid=199238	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Valencia Lagoon, Rio del Mar	8edbbde0-055e-11d8-b850-b8a03c50a862	36.973413751582974	-121.88529566412444					1959-05-17T00:00Z	17	5	1959	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69713	2347	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145631892	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69883?seid=263601	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Valencia Lagoon, Rio del Mar	8edbbde0-055e-11d8-b850-b8a03c50a862	36.973413751582974	-121.88529566412444					1956-03-16T00:00Z	16	3	1956	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69883	1309	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632058	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69975?seid=529330	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1958-08-29T00:00Z	29	8	1958	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69975	2022	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145631882	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69872?seid=203957	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	1.5 mi SE La Selva Beach	8edbbde0-055e-11d8-b850-b8a03c50a862	36.93535480675761	-121.86500473376292					1956-07-17T00:00Z	17	7	1956	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69872	1308	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145631913	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69895?seid=1205832	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Valencia Lagoon, Rio del Mar	8edbbde0-055e-11d8-b850-b8a03c50a862	36.973413751582974	-121.88529566412444					1958-01-09T00:00Z	9	1	1958	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69895	1706-A	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145631978	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69946?seid=1773851	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1958-03-19T00:00Z	19	3	1958	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69946	1788	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145631983	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69903?seid=385128	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Valencia Lagoon, Rio del Mar	8edbbde0-055e-11d8-b850-b8a03c50a862	36.973413751582974	-121.88529566412444					1958-07-05T00:00Z	5	7	1958	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69903	1962	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145631964	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69919?seid=327817	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Valencia Lagoon, Rio del Mar	8edbbde0-055e-11d8-b850-b8a03c50a862	36.973413751582974	-121.88529566412444					1959-01-10T00:00Z	10	1	1959	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69919	2161	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145631985	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69921?seid=1807796	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Valencia Lagoon, Rio del Mar	8edbbde0-055e-11d8-b850-b8a03c50a862	36.973413751582974	-121.88529566412444					1959-01-24T00:00Z	24	1	1959	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69921	2171	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145631954	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69922?seid=413542	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Valencia Lagoon, Rio del Mar	8edbbde0-055e-11d8-b850-b8a03c50a862	36.973413751582974	-121.88529566412444					1959-02-14T00:00Z	14	2	1959	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69922	2187	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632011	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69968?seid=1594810	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1958-08-02T00:00Z	2	8	1958	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69968	1997	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145631931	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69923?seid=563357	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Valencia Lagoon, Rio del Mar	8edbbde0-055e-11d8-b850-b8a03c50a862	36.973413751582974	-121.88529566412444					1959-02-14T00:00Z	14	2	1959	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69923	2188	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632008	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69974?seid=864651	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1958-08-29T00:00Z	29	8	1958	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69974	2021	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145631953	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:69956?seid=1272267	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1958-07-05T00:00Z	5	7	1958	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	69956	1966	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632068	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:70012?seid=1709410	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1958-12-13T00:00Z	13	12	1958	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	70012	2101	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632113	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:70053?seid=1551730	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1959-05-17T00:00Z	17	5	1959	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	70053	2348	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632064	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:70014?seid=785805	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1958-12-13T00:00Z	13	12	1958	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	70014	2103	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632076	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:70041?seid=928692	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1959-03-01T00:00Z	1	3	1959	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	70041	2195	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632159	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:70035?seid=864676	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1959-02-14T00:00Z	14	2	1959	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	70035	2185	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632080	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:70022?seid=1537489	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1959-01-10T00:00Z	10	1	1959	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	70022	2148	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632059	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:70020?seid=601340	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1958-12-27T00:00Z	27	12	1958	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	70020	2112	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145632091	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:70061?seid=151573	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1959-12-08T00:00Z	8	12	1959	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	70061	2410	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145636733	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:74162?seid=990743	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Springdale	8edbbde0-055e-11d8-b850-b8a03c50a862	41.021267873247275	-74.7692131714107					1961-10-01T00:00Z	1	10	1961	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	74162		Museum of Vertebrate Zoology, University of California, Berkeley	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson			2016-03-27T03:59Z		COORDINATE_REPROJECTED
1145644629	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:81288?seid=864948	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	road along S side Valencia Lagoon, 1 mi SE Aptos	8edbbde0-055e-11d8-b850-b8a03c50a862	36.97455372183344	-121.88567568685963					1966-11-19T00:00Z	19	11	1966	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	81288	68	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James F. Lynch			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145612816	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:52693?seid=1457970	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	2.1 mi NW Duplessis	8edbbde0-055e-11d8-b850-b8a03c50a862	30.29070627158503	-90.96264005318456					1950-03-29T00:00Z	29	3	1950	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	52693	3736	Museum of Vertebrate Zoology, University of California, Berkeley	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): Robert C. Stebbins			2016-03-27T03:58Z		COORDINATE_REPROJECTED
1145625060	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:63730?seid=1596705	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Rio del Mar, Aptos	8edbbde0-055e-11d8-b850-b8a03c50a862	36.97209371749663	-121.89343583176229					1954-12-02T00:00Z	2	12	1954	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	63730	1102	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): James D. Anderson	PARATYPE		2016-03-27T03:58Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145625098	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:63727?seid=1124168	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Rio del Mar, Aptos	8edbbde0-055e-11d8-b850-b8a03c50a862	36.97209371749663	-121.89343583176229					1954-12-02T00:00Z	2	12	1954	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	63727	25	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): R. W. Russell	PARATYPE		2016-03-27T03:58Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145652657	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:88570?seid=1444322	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1969-10-05T00:00Z	5	10	1969	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	88570	383	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): Stephen B. Ruth			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
1145653465	09c4287e-e6d5-4552-a07f-bff8a00833d8	http://arctos.database.museum/guid/MVZ:Herp:89300?seid=608286	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	0.5 mi NW Ellicott Railroad Station, 4 mi W Watsonville	8edbbde0-055e-11d8-b850-b8a03c50a862	36.92162537798771	-121.83385385969395					1969-10-05T00:00Z	5	10	1969	2432006	2432006	PRESERVED_SPECIMEN	MVZ	Amphibian and reptile specimens	89300	388	Meredith J. Mahoney	http://creativecommons.org/publicdomain/zero/1.0/		Collector(s): Stephen B. Ruth, B. D. Ruth			2016-03-27T03:59Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;TAXON_MATCH_FUZZY
