gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	rights	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue
1058526946	02242d2f-b43f-44d1-8e53-4c51af461f5b	urn:catalog:OS:Herps:SJA 53645	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		ac5e8480-3714-11da-bc2e-b8a03c50a862	33.25039	-81.74562					1994-10-31T00:00Z	31	10	1994	2432006	2432006	PRESERVED_SPECIMEN	OS	Herps	SJA 53645			http://creativecommons.org/publicdomain/zero/1.0/				NATIVE	2015-03-13T22:38Z		COORDINATE_ROUNDED
1058527001	02242d2f-b43f-44d1-8e53-4c51af461f5b	urn:catalog:OS:Herps:SJA 53681	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		ac5e8480-3714-11da-bc2e-b8a03c50a862	33.25039	-81.74562									2432006	2432006	PRESERVED_SPECIMEN	OS	Herps	SJA 53681			http://creativecommons.org/publicdomain/zero/1.0/				NATIVE	2015-03-13T22:38Z		COORDINATE_ROUNDED
1058527013	02242d2f-b43f-44d1-8e53-4c51af461f5b	urn:catalog:OS:Herps:SJA 53637	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		ac5e8480-3714-11da-bc2e-b8a03c50a862	33.25039	-81.74562					1994-10-31T00:00Z	31	10	1994	2432006	2432006	PRESERVED_SPECIMEN	OS	Herps	SJA 53637			http://creativecommons.org/publicdomain/zero/1.0/				NATIVE	2015-03-13T22:38Z		COORDINATE_ROUNDED
1058527078	02242d2f-b43f-44d1-8e53-4c51af461f5b	urn:catalog:OS:Herps:SJA 53751	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		ac5e8480-3714-11da-bc2e-b8a03c50a862	33.31563	-81.77369					1995-11-22T00:00Z	22	11	1995	2432006	2432006	PRESERVED_SPECIMEN	OS	Herps	SJA 53751			http://creativecommons.org/publicdomain/zero/1.0/		L. Houck		NATIVE	2015-03-13T22:38Z		COORDINATE_ROUNDED
1058527257	02242d2f-b43f-44d1-8e53-4c51af461f5b	urn:catalog:OS:Herps:SJA 53710	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		ac5e8480-3714-11da-bc2e-b8a03c50a862	33.25039	-81.74562									2432006	2432006	PRESERVED_SPECIMEN	OS	Herps	SJA 53710			http://creativecommons.org/publicdomain/zero/1.0/				NATIVE	2015-03-13T22:38Z		COORDINATE_ROUNDED
1058527333	02242d2f-b43f-44d1-8e53-4c51af461f5b	urn:catalog:OS:Herps:SJA 53914	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		ac5e8480-3714-11da-bc2e-b8a03c50a862	33.31563	-81.77369									2432006	2432006	PRESERVED_SPECIMEN	OS	Herps	SJA 53914			http://creativecommons.org/publicdomain/zero/1.0/				NATIVE	2015-03-13T22:38Z		COORDINATE_ROUNDED
1058527377	02242d2f-b43f-44d1-8e53-4c51af461f5b	urn:catalog:OS:Herps:SJA 53955	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		ac5e8480-3714-11da-bc2e-b8a03c50a862	33.31563	-81.77369									2432006	2432006	PRESERVED_SPECIMEN	OS	Herps	SJA 53955			http://creativecommons.org/publicdomain/zero/1.0/				NATIVE	2015-03-13T22:38Z		COORDINATE_ROUNDED
1058527415	02242d2f-b43f-44d1-8e53-4c51af461f5b	urn:catalog:OS:Herps:SJA 53959	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		ac5e8480-3714-11da-bc2e-b8a03c50a862	33.31563	-81.77369									2432006	2432006	PRESERVED_SPECIMEN	OS	Herps	SJA 53959			http://creativecommons.org/publicdomain/zero/1.0/				NATIVE	2015-03-13T22:38Z		COORDINATE_ROUNDED
1051968212	d5fafa95-7de2-48c0-bf10-3480bcca4a2b	CB6FB603-0896-4AE7-888A-101593B03871	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	On SR 165, ca. 1.0 mile S junction SR 61, [ca. 6 mi. SE Summerville]	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	32.9368	-80.2158					1969-05-16T00:00Z	16	5	1969	2432006	2432006	PRESERVED_SPECIMEN	NCSM	NCSM-Herp	82078			http://creativecommons.org/publicdomain/zero/1.0/	North Carolina Museum of Natural Sciences				2016-01-14T21:11Z		
1229582119	d5fafa95-7de2-48c0-bf10-3480bcca4a2b	ACFBB7BC-3F1B-414D-8F2F-363599EB846E	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Francis Marion National Forest, McConnell's Boat Landing [Pleasant Hill Landing]	69e7f900-ed5b-11dd-ac7e-b8a03c50a862	33.2452	-79.5209					2002-10-05T00:00Z	5	10	2002	2432006	2432006	PRESERVED_SPECIMEN	NCSM	NCSM-Herp	83043			http://creativecommons.org/publicdomain/zero/1.0/	North Carolina Museum of Natural Sciences				2016-01-14T21:11Z		
1146819383	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.548	-84.388							10	1959	2432006	2432006	UNKNOWN	FLMNH	Herp	76754					Looney, James; Lofton, H.			2015-11-04T02:15Z		GEODETIC_DATUM_ASSUMED_WGS84
1146819424	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.62127	-84.29384					1968-05-16T00:00Z	16	5	1968	2432006	2432006	UNKNOWN	FLMNH	Herp	76790					Olson, S.			2015-11-04T02:15Z		GEODETIC_DATUM_ASSUMED_WGS84
1146819492	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.5854	-84.3592					1970-10-19T00:00Z	19	10	1970	2432006	2432006	UNKNOWN	FLMNH	Herp	76858					Biology Class			2015-11-04T02:15Z		GEODETIC_DATUM_ASSUMED_WGS84
1146819516	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.5193	-84.2774					1970-05-24T00:00Z	24	5	1970	2432006	2432006	UNKNOWN	FLMNH	Herp	76846					Berry, James			2015-11-04T02:15Z		GEODETIC_DATUM_ASSUMED_WGS84
1146835026	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.9636	-87.23569					1985-04-26T00:00Z	26	4	1985	2432006	2432006	UNKNOWN	FLMNH	Herp	92446					Moler, P.; VanDevender, W.			2015-11-04T02:15Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1146835082	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.02737	-83.04532					1977-12-01T00:00Z	1	12	1977	2432006	2432006	UNKNOWN	FLMNH	Herp	92438					Thompson, F.; Campbell, Howard			2015-11-04T02:15Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1146835098	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.03731	-83.01984					1973-04-18T00:00Z	18	4	1973	2432006	2432006	UNKNOWN	FLMNH	Herp	92469					Christman, Steven; et al.			2015-11-04T02:15Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1146864175	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.669	-84.24885					1976-10-07T00:00Z	7	10	1976	2432006	2432006	UNKNOWN	FLMNH	Herp	158103					Crawford, Robert			2015-11-04T02:15Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1146864222	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.669	-84.24885					1976-10-07T00:00Z	7	10	1976	2432006	2432006	UNKNOWN	FLMNH	Herp	158101					Crawford, Robert			2015-11-04T02:15Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1146864278	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.35361	-84.24333					1976-10-21T00:00Z	21	10	1976	2432006	2432006	UNKNOWN	FLMNH	Herp	158261					Crawford, Robert			2015-11-04T02:15Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1146864303	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.35361	-84.24333					1976-01-04T00:00Z	4	1	1976	2432006	2432006	UNKNOWN	FLMNH	Herp	158267					Crawford, Robert			2015-11-04T02:15Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1146864330	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.35361	-84.24333					1976-12-15T00:00Z	15	12	1976	2432006	2432006	UNKNOWN	FLMNH	Herp	158266					Crawford, Robert			2015-11-04T02:15Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1146864337	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.35361	-84.24333					1976-10-12T00:00Z	12	10	1976	2432006	2432006	UNKNOWN	FLMNH	Herp	158278					Crawford, Robert			2015-11-04T02:15Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1146864345	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.35361	-84.24333					1976-10-21T00:00Z	21	10	1976	2432006	2432006	UNKNOWN	FLMNH	Herp	158287					Crawford, Robert			2015-11-04T02:15Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
1146869423	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.51551	-84.27961					1970-04-11T00:00Z	11	4	1970	2432006	2432006	UNKNOWN	FLMNH	Herp	163459					Means, D.			2015-11-04T02:15Z		GEODETIC_DATUM_ASSUMED_WGS84
1146869500	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.61659	-84.29539									2432006	2432006	UNKNOWN	FLMNH	Herp	163553								2015-11-04T02:15Z		GEODETIC_DATUM_ASSUMED_WGS84
1146869586	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.68203	-85.93655					1970-10-10T00:00Z	10	10	1970	2432006	2432006	UNKNOWN	FLMNH	Herp	163624					Means, D.			2015-11-04T02:15Z		GEODETIC_DATUM_ASSUMED_WGS84
1146869672	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.62131	-84.29382					1969-03-14T00:00Z	14	3	1969	2432006	2432006	UNKNOWN	FLMNH	Herp	163752					Means, D.; Simberloff, Daniel			2015-11-04T02:15Z		GEODETIC_DATUM_ASSUMED_WGS84
1146869687	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.51664	-84.13096					1971-03-12T00:00Z	12	3	1971	2432006	2432006	UNKNOWN	FLMNH	Herp	163728					Means, D.; Crawford, Robert; Harris, Dorothy			2015-11-04T02:15Z		GEODETIC_DATUM_ASSUMED_WGS84
1146869747	832b8188-f762-11e1-a439-00145eb45e9a		Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US		8483a1f0-1032-11db-ae00-b8a03c50a862	30.62131	-84.29382					1969-03-14T00:00Z	14	3	1969	2432006	2432006	UNKNOWN	FLMNH	Herp	163759					Means, D.; Simberloff, Daniel			2015-11-04T02:15Z		GEODETIC_DATUM_ASSUMED_WGS84
675658332	b6015b60-6f96-43a9-88e5-2f41854e8f07	urn:catalog:TCWC:Herpetology:67019	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	On Co Rd on Intenational Paper Co Land, 1 mi W Jct Farm Rd 1159 at Greenwood Community.	2b8e48b0-812d-11de-86fe-b8a03c50a862	33.80467999912732	-95.001					1988-04-23T00:00Z	23	4	1988	2432006	2432006	PRESERVED_SPECIMEN	TCWC	Herpetology	67019	53		http://creativecommons.org/publicdomain/zero/1.0		Hibbitts, T. D.		NATIVE	2015-09-05T10:14Z		COORDINATE_ROUNDED;COORDINATE_REPROJECTED;MODIFIED_DATE_UNLIKELY
675702766	b6015b60-6f96-43a9-88e5-2f41854e8f07	urn:catalog:TCWC:Herpetology:80293	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Mount Hope, N side Hwy 11, W Reinhardt road	2b8e48b0-812d-11de-86fe-b8a03c50a862	41.46056	-74.52667					1984-05-05T00:00Z	5	5	1984	2432006	2432006	PRESERVED_SPECIMEN	TCWC	Herpetology	80293			http://creativecommons.org/publicdomain/zero/1.0		Warny, P. R.		NATIVE	2015-09-05T10:14Z		COORDINATE_ROUNDED;MODIFIED_DATE_UNLIKELY;GEODETIC_DATUM_ASSUMED_WGS84
675702780	b6015b60-6f96-43a9-88e5-2f41854e8f07	urn:catalog:TCWC:Herpetology:80297	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Mount Hope, N side Hwy 11, W Reinhardt road	2b8e48b0-812d-11de-86fe-b8a03c50a862	41.46056	-74.52667					1984-05-05T00:00Z	5	5	1984	2432006	2432006	PRESERVED_SPECIMEN	TCWC	Herpetology	80297			http://creativecommons.org/publicdomain/zero/1.0		Warny, P. R.		NATIVE	2015-09-05T10:14Z		COORDINATE_ROUNDED;MODIFIED_DATE_UNLIKELY;GEODETIC_DATUM_ASSUMED_WGS84
675702790	b6015b60-6f96-43a9-88e5-2f41854e8f07	urn:catalog:TCWC:Herpetology:80300	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Mount Hope, N side Hwy 11, W Reinhardt road	2b8e48b0-812d-11de-86fe-b8a03c50a862	41.46056	-74.52667					1984-05-05T00:00Z	5	5	1984	2432006	2432006	PRESERVED_SPECIMEN	TCWC	Herpetology	80300			http://creativecommons.org/publicdomain/zero/1.0		Warny, P. R.		NATIVE	2015-09-05T10:14Z		COORDINATE_ROUNDED;MODIFIED_DATE_UNLIKELY;GEODETIC_DATUM_ASSUMED_WGS84
675702838	b6015b60-6f96-43a9-88e5-2f41854e8f07	urn:catalog:TCWC:Herpetology:80314	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	Mount Hope, N side Hwy 11, W Reinhardt road	2b8e48b0-812d-11de-86fe-b8a03c50a862	41.46056	-74.52667					1984-05-05T00:00Z	5	5	1984	2432006	2432006	PRESERVED_SPECIMEN	TCWC	Herpetology	80314			http://creativecommons.org/publicdomain/zero/1.0		Warny, P. R.		NATIVE	2015-09-05T10:14Z		COORDINATE_ROUNDED;MODIFIED_DATE_UNLIKELY;GEODETIC_DATUM_ASSUMED_WGS84
45100803	84b4d6e4-f762-11e1-a439-00145eb45e9a	urn:catalog:SDNHM:Herps:57668	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	I-20, 5 mi N of	8a471700-4ce8-11db-b80e-b8a03c50a862	33.60554999912984	-82.01861					1976-04-21T00:00Z	21	4	1976	2432006	2432006	PRESERVED_SPECIMEN	SDNHM	Herps	57668					Wright, J.		NATIVE	2015-02-17T05:41Z		COORDINATE_REPROJECTED
786229216	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:52794	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	NEAR SHOALS, POND NEAR TWELVE-POLE CREEK BRIDGE	c1da06f0-580e-11dc-8a9e-b8a03c50a862	38.32001429806393	-82.46973101405733					1970-05-24T00:00Z	24	5	1970	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	52794					HUFFMAN, D G		NATIVE	2015-10-11T23:14Z		COORDINATE_REPROJECTED;MODIFIED_DATE_UNLIKELY
786452548	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:123159	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	SNOW HILL ROAD, 4 MI E PA 447	c1da06f0-580e-11dc-8a9e-b8a03c50a862	41.15999999906502	-75.16					1990-05-24T00:00Z	24	5	1990	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	123159					HULSE, ARTHUR C		NATIVE	2015-10-11T23:15Z		COORDINATE_REPROJECTED;MODIFIED_DATE_UNLIKELY
786473966	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:137968	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	2 MI E MASSEY	c1da06f0-580e-11dc-8a9e-b8a03c50a862	39.3	-75.79					1952-02-22T00:00Z	22	2	1952	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	137968					FOWLER, JAMES A		NATIVE	2015-10-11T23:15Z		MODIFIED_DATE_UNLIKELY
786473979	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:137972	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	ERNSTVILLE ROAD, NR JCT US 40, 1 MI W INDIAN SPRINGS	c1da06f0-580e-11dc-8a9e-b8a03c50a862	39.64	-78.01					1953-05-15T00:00Z	15	5	1953	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	137972					FOWLER, JAMES A AND C J STINE		NATIVE	2015-10-11T23:15Z		MODIFIED_DATE_UNLIKELY
786475694	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:138205	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	WALDORF-TB RD, PISCATAWAY CREEK	c1da06f0-580e-11dc-8a9e-b8a03c50a862	38.73	-76.88					1942-08-02T00:00Z	2	8	1942	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	138205					FOWLER, JAMES A		NATIVE	2015-10-11T23:15Z		MODIFIED_DATE_UNLIKELY
786514110	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:114012	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	ADJACENT DESERT ROAD AND MOSS SWAMP	c1da06f0-580e-11dc-8a9e-b8a03c50a862	36.579999999096785	-76.54000000000002					1985-12-12T00:00Z	12	12	1985	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	114012	DAY 85-162				YOUNG, DAVID A AND D R FULGHAM		NATIVE	2015-10-11T23:15Z		COORDINATE_REPROJECTED;MODIFIED_DATE_UNLIKELY
786524350	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:124007	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	"JUNCTION BEAVER DAM CREEK AND RT 639, UNIVERSITY OF RICHMOND PROPERTY ""BALL PARK"", 3 MILES SOUTH OILVILLE"	c1da06f0-580e-11dc-8a9e-b8a03c50a862	37.67	-77.83					1987-04-17T00:00Z	17	4	1987	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	124007					HATCHER, C		NATIVE	2015-10-11T23:15Z		MODIFIED_DATE_UNLIKELY
786524529	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:124043	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	3 MILES SOUTH POWHATAN, OFF CO RT 609, WATKINS NURSERY	c1da06f0-580e-11dc-8a9e-b8a03c50a862	37.49	-77.94					1987-05-22T00:00Z	22	5	1987	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	124043					HATCHER, C		NATIVE	2015-10-11T23:15Z		MODIFIED_DATE_UNLIKELY
786528717	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:126019	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	GREAT DISMAL SWAMP NATIONAL WILDLIFE REFUGE	c1da06f0-580e-11dc-8a9e-b8a03c50a862	36.669999999095936	-76.44					1986-02-20T00:00Z	20	2	1986	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	126019	CAP 86-8				PAGUE, CHRISTOPHER A AND R T TURNER		NATIVE	2015-10-11T23:15Z		COORDINATE_REPROJECTED;MODIFIED_DATE_UNLIKELY
786528753	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:125979	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	SEASHORE STATE PARK, NATURE CENTER	c1da06f0-580e-11dc-8a9e-b8a03c50a862	36.909999999093706	-76.05					1985-09-30T00:00Z	30	9	1985	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	125979	CAP 85-228				PAGUE, CHRISTOPHER A		NATIVE	2015-10-11T23:15Z		COORDINATE_REPROJECTED;MODIFIED_DATE_UNLIKELY
786533247	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:127525	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	GREAT DISMAL SWAMP NATIONAL WILDLIFE REFUGE, MOSS SWAMP	c1da06f0-580e-11dc-8a9e-b8a03c50a862	36.579999999096785	-76.56					1987-05-03T00:00Z	3	5	1987	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	127525	CAP 87-72				PAGUE, CHRISTOPHER A		NATIVE	2015-10-11T23:15Z		COORDINATE_REPROJECTED;MODIFIED_DATE_UNLIKELY
786536501	76dd8f0d-2daa-4a69-9fcd-55e04230334a	urn:catalog:CM:Herps:128431	Animalia	Chordata	Amphibia	Caudata	Ambystomatidae	Ambystoma	Ambystoma opacum		SPECIES	Ambystoma opacum (Gravenhorst, 1807)	US	ELM HILL STATE GAME MANAGEMENT AREA	c1da06f0-580e-11dc-8a9e-b8a03c50a862	36.61	-78.29					1988-04-16T00:00Z	16	4	1988	2432006	2432006	PRESERVED_SPECIMEN	CM	Herps	128431	CAP 88-84				PAGUE, CHRISTOPHER A ET AL		NATIVE	2015-10-11T23:15Z		MODIFIED_DATE_UNLIKELY
